content,text_tokens_stemmed,Label,Label NB,Label NB Average,Label SVM,Label SVM Average,Label NN
"Tiket masuk nya per orang 50k , dapet voucher potongan makanan 10k, bisa liat pertunjukan lumba-lumba sesuai jadwal. Luass banget tempat nya, cocok buat liburan & family time",tiket masuk nya orang 50k dapet voucher potong makan 10k liat tunjuk lumbalumba sesuai jadwal luass banget nya cocok libur family time,positif,positif,positif,positif,positif,positif
"Bagus, banyak tempat duduk.",bagus duduk,positif,positif,positif,positif,positif,positif
Keren bisa kasih makan hewan dan dekat pantai juga,keren kasih makan hewan pantai,positif,positif,positif,positif,positif,positif
Baguss .,baguss,positif,positif,positif,positif,positif,positif
Cukup bagus,bagus,positif,positif,positif,positif,positif,positif
Ke sana cuma karena pengen lihat dolphin. Karena memang sesuka itu lihat dolphin. Datang mepet banget 3 menit sebelum show dimulai. Harga tiket include dolphin show cukup affordable. Karena kesorean setelah lihat show dolphin dan aneka …,ken lihat dolphin suka lihat dolphin mepet banget 3 menit show harga tiket include dolphin show affordable sore lihat show dolphin aneka,positif,positif,positif,positif,positif,positif
Tempat yg asri dan adem karena masih banyak pohonnya,yg asri adem pohon,positif,positif,positif,positif,positif,positif
Sebenarnya tempat ini menarik... Namun karena akses antar spot belum sepenuhnya jadi.. masih natural .. membuat proses menuju ke spot dolphin show jadi bikin kaki sakit dan mudah capek... Belum ada akses khusus. …,tarik akses spot sepenuh natural proses spot dolphin show bikin kaki sakit mudah capek akses khusus,positif,positif,positif,positif,positif,positif
"Gilakkk nunggu kebab 1 doank sampe 1 jam... Dari no 34 sampe no 50 belum di bikin"" Tuh kebab",gilakkk nunggu kebab 1 doank sampe 1 jam no 34 sampe no 50 bikin tuh kebab,negatif,positif,positif,negatif,positif,negatif
Pantainya tenang buat refleksi pikiran apalagi sore menjelanga malam,pantai tenang refleksi pikir sore menjelanga malam,positif,positif,positif,positif,positif,positif
"Lumayan utk refreshing. Anak2 cukup antusias dg pertunjukan yg ada. Yg sedikit mengecewakan, saat kami difoto bersama lumba2, hasilnya kurang bagus. Dan saat makan di resto blu seafood waktu tunggu lebih dari 2 jam... Hehehe..",lumayan utk refreshing anak2 antusias dg tunjuk yg yg kecewa foto lumba2 hasil bagus makan resto blu seafood tunggu 2 jam hehehe,negatif,positif,positif,negatif,positif,positif
"06/08/2024

Dari Tegal ke Batang.",06082024dari tegal batang,positif,positif,positif,positif,positif,positif
"Tiap pulang ke pekalongan pasti ajak mertua kesini, terakhir kesini ada resto nya bagus",pulang kalong ajak mertua kesini kesini resto nya bagus,positif,positif,positif,positif,positif,positif
Tempat asyik untuk liburan keluarga mau liat pantai bersih cantik dengan pasir putih atau lihat aneka ragam binatang dari berbagai daerah semua dalam paket komplit hrga HTM pun trjangkau.. …,asyik libur keluarga liat pantai bersih cantik pasir putih lihat aneka ragam binatang daerah paket komplit hrga htm trjangkau,positif,positif,positif,positif,positif,positif
Tdk boleh bawa makan/minum dari luar,tdk bawa makanminum,positif,positif,positif,positif,positif,positif
Sangat familyfriendly,familyfriendly,positif,positif,positif,positif,positif,positif
"Tiket akhir pekan 65k untuk dewasa.
Dan masih banyak pertunjukan dari binatang seperti lumba-lumba, burung dll.
Kebun binatang ini tidak terlalu besar namun memiliki beberapa hewan seperti …",tiket pekan 65k dewasadan tunjuk binatang lumbalumba burung dllkebun binatang milik hewan,positif,positif,positif,positif,positif,positif
Mantap makanya beli di mitra komputer ajq,mantap beli mitra komputer ajq,positif,positif,positif,positif,positif,positif
"Nice..
Ada live akustik
Ada resto …",niceada live akustikada resto,positif,positif,positif,positif,positif,positif
"tempat tertata dengan rapi. tiket masuk bisa ditukar dengan makanan yang ada didalam. bagus sih ide nya buat perpaduan antara pantai dan binatang, yang mau bawa anak-anak aku rekomendasiin sih, adik aku dibawa kesini seneng banget bisa main sambil belajar. rekomended inii👍🏽👍🏽👍🏽 …",tata rapi tiket masuk tukar makan dalam bagus sih ide nya padu pantai binatang bawa anakanak rekomendasiin sih adik bawa kesini neng banget main ajar rekomended ini,positif,positif,positif,positif,positif,positif
rekreasi keluarga,rekreasi keluarga,positif,positif,positif,positif,positif,positif
Sangat puas di tempat wisata safari beach batang,puas wisata safari beach batang,positif,positif,positif,positif,positif,positif
Pemandangan yang indah,pandang indah,positif,positif,positif,positif,positif,positif
"Hewannya lumayan banyak tp sayang kurang lengkap, free vocer makan 10rb pertiket,",hewan lumayan tp sayang lengkap free vocer makan 10rb tiket,positif,positif,positif,positif,positif,positif
Perjalanannya menyenangkan,jalan senang,positif,positif,positif,positif,positif,positif
Awal masuk sdh jauh lebih baik dr yg dulu pernah ksna sii..tp sangat di sayangkan pas masuk ke t4 kebun binatang nya malah lbh kumuh ..jalanan nya jg byk yg rusak ..semoga pemerintah setempat bisa memperbaiki biar byk warga tertarik ke sana …,masuk sdh dr yg ksna siitp sayang pas masuk t4 kebun binatang nya lbh kumuh jalan nya jg byk yg rusak moga perintah baik biar byk warga tarik,positif,positif,positif,positif,positif,positif
Bagus,bagus,positif,positif,positif,positif,positif,positif
"Menurutku sih ini wisata pantai terbaik di pekalongan dan batang ya... Standardnya nasional, bersih, terawat ngga banyak sampah.
Suasana juga enak banget di sini, manajemen pengelolaannya juga bagus. …",turut sih wisata pantai baik kalong batang ya standardnya nasional bersih awat ngga sampahsuasana enak banget manajemen kelola bagus,positif,positif,positif,positif,positif,positif
sangat recomended untuk di kunjungi,recomended kunjung,positif,positif,positif,positif,positif,positif
"Makanan enak, tempat nyaman",makan enak nyaman,positif,positif,positif,positif,positif,positif
Recommended bisa lihat satwa dan main di pantai,recommended lihat satwa main pantai,positif,positif,positif,positif,positif,positif
"Tempat rekreasi keluarga yang bagus.. Ada pertunjukan aneka satwa, dan lumba2.. Berlajut santai ditepi pantai.. Anak-anak pasti suka..",rekreasi keluarga bagus tunjuk aneka satwa lumba2 berlajut santai tepi pantai anakanak suka,positif,positif,positif,positif,positif,positif
"Berkunjung saat akhir pekan, hari Sabtu kami datang jam 09.10 an suasana masih sepi dan tidak antri. Harga tiket tergolong murah, 65rb dan free 10rb untuk pembelian makanan di food tenantpinggir pantai. Krn kami tidak membawa kendaraan …",kunjung pekan sabtu jam 0910 an suasana sepi antri harga tiket golong murah 65rb free 10rb beli makan food tenantpinggir pantai krn bawa kendara,positif,positif,positif,positif,positif,positif
"Ombaknya aman, binatangnya lucu, seru, tapi mungkin perlu di perbarui lagi binatang2nya dan jalan jalan diperbaiki yang masih blm rata 🤗 …",ombak aman binatang lucu seru baru binatang2nya jalan jalan baik blm,positif,positif,positif,positif,positif,positif
Sangat rekomendasi buat bawa anak ke pantai ini.,rekomendasi bawa anak pantai,positif,positif,positif,positif,positif,positif
Anak anak selalu suka karena atraksi atraksinya....,anak anak suka atraksi atraksi,positif,positif,positif,positif,positif,positif
Keren mini zoo dipinggir pantai dgn standar Taman Safari Indonesia,keren mini zoo pinggir pantai dgn standar taman safari indonesia,positif,positif,positif,positif,positif,positif
"Nyaman ,dekat pantai,walau untuk hewan belum selengkap Safari yang di Bogor.",nyaman pantaiwalau hewan lengkap safari bogor,positif,positif,positif,positif,positif,positif
"Tempatnya adem, sekarang setiap kandang hewan ada penjaganya, trus dapet voucher, 1 tiket 1 voucher yg bisa ditukar di stand makanan. Sayangnya makanannya kurang enak semua",tempat adem kandang hewan jaga trus dapet voucher 1 tiket 1 voucher yg tukar stand makan sayang makan enak,positif,positif,positif,positif,positif,positif
Bagus tp kurang banyak wahana atraksinya plus Playgroundnya msh minim,bagus tp wahana atraksi plus playgroundnya msh minim,positif,positif,positif,positif,positif,positif
"Datang kesini hari Sabtu.
Bayar masuk menuju lokasi, 5rb per orang dewasa.
Bayar tiket masuk 55rb per orang (dewasa dan anak 3thn ke atas) …",kesini sabtubayar masuk lokasi 5rb orang dewasabayar tiket masuk 55rb orang dewasa anak 3thn,positif,positif,positif,positif,positif,positif
"Tempat yang bagus, anak-anak senang. Datang udah mau jam 3 tapi alhmdulillah masih dapat nonton pertunjukan gajah dan lumba-lumba. Main di pantainya juga asyik karena cukup bersih. Hanya menurutku harga makanannya yang agak mahal, nyoba …",bagus anakanak senang udah jam 3 alhmdulillah nonton tunjuk gajah lumbalumba main pantai asyik bersih turut harga makan mahal nyoba,positif,positif,positif,positif,positif,positif
Cukup lumayan untuk liburan bersama keluarga di sini. Namun masih banyak yg perlu dibenahi khususnya untuk akses ke Safarinya jalannya masih rusak dan baunya sangat tidak sedap. Semoga untuk ke depan bisa lebih baik lagi ya. Untuk atraksi lumba-lumbanya sangat seru.,lumayan libur keluarga yg benah akses safari jalan rusak bau sedap moga ya atraksi lumbalumbanya seru,positif,positif,positif,positif,positif,positif
"Tempat bagus, bersih, hanya 1, jalan buat pejalan kaki area menuju kebun binatang beberapa kurang nyaman. Karena rusak.",bagus bersih 1 jalan pejal kaki area kebun binatang nyaman rusak,positif,positif,positif,positif,positif,positif
"Sudah yang kesekian kali, anak-anak terhibur dan senang",sekian kali anakanak hibur senang,positif,positif,positif,positif,positif,positif
"Fasilitas zoo nya cukup minim, unggulan ada di show lumba-lumba, untuk santai ditepi pantai Ok",fasilitas zoo nya minim unggul show lumbalumba santai tepi pantai ok,positif,positif,positif,positif,positif,positif
"Bawa keluarga kesini dijamin happy, anak2 bisa melihat mini zoo dan atraksi lumba2, bermacam kuliner juga ada.",bawa keluarga kesini jamin happy anak2 mini zoo atraksi lumba2 kuliner,positif,positif,positif,positif,positif,positif
Keren,keren,positif,positif,positif,positif,positif,positif
Saya pesan makanan di resto yg didalam safari beach baru warna putih. Hampir 1 jam belum di sajikan. kecewa saya. Manajemen ny gimana. Pesanan saya kemana,pesan makan resto yg dalam safari beach warna putih 1 jam saji kecewa manajemen ny gimana pesan mana,negatif,positif,positif,negatif,positif,positif
Bagus Banget Anak Saya Terhibur,bagus banget anak hibur,positif,positif,positif,positif,positif,positif
"Pemandangan pantai nya bagus. Area sekitarnya bersih, banyak tersedia tempat makan. Ada atraksi hewan hewan.",pandang pantai nya bagus area bersih sedia makan atraksi hewan hewan,positif,positif,positif,positif,positif,positif
"Pas kesana, satwa nya belum begitu banyak, tapi pertunjukan satwanya lumayan bagus dan menghibur, pantainya juga lumayan bagus",pas kesana satwa nya tunjuk satwa lumayan bagus hibur pantai lumayan bagus,positif,positif,positif,positif,positif,positif
"terletak di deretan pantai sigandu, tempat ini bisa jadi referensi kl pgn family date atau kl ada sodara berkunjung dan pgn ajak jalan2 ke tempat yg atraktif. tiket relatif terjangkau. meskipun ga sebesar taman safari/kebun binatang …",letak deret pantai sigandu referensi kl pgn family date kl sodara kunjung pgn ajak jalan2 yg atraktif tiket relatif jangkau ga taman safarikebun binatang,positif,positif,positif,positif,positif,positif
"Tempatnya bersih..
Udah 2 kali kesini harga sekarang lebih mahal tp di safarinya kurang..
Dulu animal sow nya lebih menarik dari sekarang dan dulu kalo masuk kandang burung gratis sekarang bayar.. Tp lumayan sihh buat refresing",tempat bersihudah 2 kali kesini harga mahal tp safari kurangdulu animal sow nya tarik kalo masuk kandang burung gratis bayar tp lumayan sihh refresing,positif,positif,positif,positif,positif,positif
"Hewanya lumayan lengkap dan bagus juga ada macam2 atraksi hewan tp sayang sekali tempatnya masih sangat kurang perawatanya, dan mohon jalannya di benahi lagi biar enak untuk yg bawa stroller, thankyou 🙏🏻 …",hewanya lumayan lengkap bagus macam2 atraksi hewan tp sayang tempat perawatanya mohon jalan benah biar enak yg bawa stroller thankyou,positif,positif,positif,positif,positif,positif
sebaiknya mulai dirapikan untuk akses jalan yang tentu ramah dengan lingkungan pantai,rapi akses jalan ramah lingkung pantai,positif,positif,positif,positif,positif,positif
"Balapan dengan atraksi burung e joss. Menunggang gajah dan unta juga bagus. Itu tidak nyaman. Akses masih lemah, cukup berdebu.
Pertama-tama, tiketnya murah, tapi cukup mahal untuk membayar di dalam. Mungkin itu layak untuk diulas",balap atraksi burung e joss tunggang gajah unta bagus nyaman akses lemah berdebupertamatama tiket murah mahal bayar layak ulas,positif,positif,positif,positif,positif,positif
"Tiket murah meriah,,
Akses kelokasi mudah ditemukan,
Parkiran mobil juga luas dan lega,, …",tiket murah meriahakses lokasi mudah ditemukanparkiran mobil luas lega,positif,positif,positif,positif,positif,positif
"Tempat oke lahhh untuk wisata bareng keluarga, dan cukup nyaman.
Cuman kenapa voucher tukar yang 10rb katanya bisa di tukar ke semua booth corner eh nyatanya saling lempar sana sini dan pada bilang TIDAK BISA ditukar disini, bisanya disana, setelah aku coba sana sini nyatanya gabisa nerima semua! Membingungkan!",oke lahhh wisata bareng keluarga nyamancuman voucher tukar 10rb tukar booth corner eh lempar bilang tukar bisa sana coba gabisa nerima bingung,negatif,positif,positif,negatif,positif,negatif
Baru x ini menemukan tempat wisata yg bersih.murah dengan paket komplit pantai dan kebun binatang. Yg paling berkesan ya lumba2 show.... Pasti datang lagi.. dan lg... Menikmati pantai yg bersih dengan tempat duduk yg nyaman tnp di ganggu …,x temu wisata yg bersihmurah paket komplit pantai kebun binatang yg kesan ya lumba2 show lg nikmat pantai yg bersih duduk yg nyaman tnp ganggu,positif,positif,positif,positif,positif,positif
"Sangat cocok untuk tempat rekreasi keluarga yang nyaman, sejuk dan nikmat. Disini ada berbagai macam tontonan dan atraksi yang menarik, apalagi lokasinya ditepi laut (pantai) Sigandu Batang Jawa Tengah ... 👍👍👍 …",cocok rekreasi keluarga nyaman sejuk nikmat tonton atraksi tarik lokasi tepi laut pantai sigandu batang jawa,positif,positif,positif,positif,positif,positif
Kl bisa stand makanan ditambahin biar ga cepet kehabisan,kl stand makan ditambahin biar ga cepet habis,positif,positif,positif,positif,positif,positif
Menyenangkan mengajak anak-anak berlibur ke taman safari Batang. Disana ada beberapa pertunjukan yang bisa kita saksikan dan beberapa hewan yg bisa kita kenalkan kepada anak-anak sebagai bentuk edukasi. Anak saya senang sekali bisa menaiki …,senang ajak anakanak libur taman safari batang sana tunjuk saksi hewan yg kenal anakanak bentuk edukasi anak senang,positif,positif,positif,positif,positif,positif
Bagus untuk pendidikan,bagus didik,positif,positif,positif,positif,positif,positif
"Bagus banget.. konsep kebun binatang, atraksi hewan, pantai dan tempat makan jadi satu.. tambah hotel mungkin makin perfect",bagus banget konsep kebun binatang atraksi hewan pantai makan hotel perfect,positif,positif,positif,positif,positif,positif
